C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\riviortoital\input.txt
42872904|*Diospyros|C0330444|179898|MH|RtM via: Diospyros;RtM via: Diospyros lotus;RtM via: Diospyros virginiana;Forced Leaf Node Lookup:diospyros lotus;Forced Leaf Node Lookup:persimmons;checkForceMH Boosted|TI|MM;RC|99^9^0;110^15^0
42872969|*Farms|C0557759|22560|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farm|TI|MM|5099^4^0
42872969|Italy|C0022277|19779|MH|RtM via: Italians;Forced Leaf Node Lookup:italians|TI|MM;RC|5160^7^0
42872969|*Cold Temperature|C0009264|28962|MH|RtM via: Cold Temperature|TI|MM|4687^18^0
42872969|*Climate|C0008946|28935|MH|RtM via: Climate|TI|MM|3379^7^0;2624^7^0
42872969|*Seasons|C0036497|8769|MH|RtM via: Winter|TI|MM|3416^6^0
42872969|DAPI|C0057142|8356|NM|RtM via: DAPI (chemical)|TI|MM|1702^4^0
42872969|*Indoles|C0021242|8355|HM|RtM via: DAPI (chemical)|TI|MM|1702^4^0
42872969|*Flowers|C0330090|6723|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|4799^7^0
42872974|*Peronospora|C1028188|166|MH|RtM via: Peronospora;Forced Leaf Node Lookup:peronosporas;checkForceMH Boosted|TI|MM|591^11^0
42872040|Male|C0086582|27019|CT|Forced Non-Leaf Node Lookup:male||MM|377^4^0
42872040|Humans|C0086418|27019|CT|Male Sterility;CT Treecode Lookup: C12.294.365.700 (Male Sterility)|TI|MM
42872040|Female|C0086287|27019|CT|Mothers;CT Treecode Lookup: F01.829.263.500.320.200 (Mothers);Mothers;CT Treecode Lookup: I01.880.853.150.500.340.270 (Mothers);Mothers;CT Treecode Lookup: M01.620.630 (Mothers);Premature Birth;CT Treecode Lookup: C13.703.420 (Premature Birth)|TI|MM
42872040|Pregnancy|C0032961|1000|CT|Forced Treecode Turn Back On: C13.703.420.491.500 (Premature Birth)||MM
42872040|*Pollination|C1522786|23959|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM|433^11^0
42872040|*Prunus persica|C0330659|18572|MH|RtM via: Peach;RtM via: Prunus persica;Forced Leaf Node Lookup:peach;checkForceMH Boosted|TI|MM|356^5^0;117^5^0
42872040|*Mothers|C0026591|5845|MH|RtM via: Mother (person);Forced Leaf Node Lookup:mothers|TI|MM|595^6^0
42872040|*Pollen|C0032385|26019|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|319^6^0
42872040|*Male Sterility|C0917731|7437|ET|Entry Term Replacement for "Infertility, Male";RtM via: Male sterility|TI|MM|693^14^0;563^14^0
42872040|*Premature Birth|C0151526|3624|MH|RtM via: Premature Birth|TI|MM|299^11^0
42872069|Male|C0086582|31567|CT|Forced Non-Leaf Node Lookup:male||MM|529^4^0
42872069|*Seedlings|C0242437|12621|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|489^8^0;336^9^0;101^8^0;82^9^0
42872069|*Pyrus|C0330663|8546|MH|RtM via: Pear (Dietary);RtM via: Pyrus communis;Forced Leaf Node Lookup:pear;checkForceMH Boosted|TI|MM|77^4^0
42872069|*Farms|C0557759|5152|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farm|TI|MM|164^4^0
42872069|*Pollen|C0032385|30567|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM;RC|277^6^0;404^12^0
42872069|*Sterility|C4074771|4812|ET|Entry Term Replacement for "Infertility";RtM via: Infertility;RtM via: Sterility, Reproductive|TI|MM|629^9^0;534^7^0
42872069|*Food Hypersensitivity|C0016470|2409|MH|RtM via: Pear Preparation|TI|MM|77^4^0
42872075|*Fruit|C0016767|13761|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|32^6^0
42872075|*Spores, Fungal|C0038029|9033|MH|RtM via: Conidia;Forced Leaf Node Lookup:conidia;checkForceMH Boosted|TI|MM|224^7^0
42872075|Sicily|C0037049|4356|MH|RtM via: Sicily;Forced Leaf Node Lookup:sicily|TI|MM|141^6^0
42872075|*Plant Leaves|C0242724|5031|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|21^6^0
42872075|*Ascomycota|C0003965|1227|MH|RtM via: Fusicladium|TI|MM|1039^11^0;410^11^0
42872075|*Intentions|C0162425|1110|ET|Entry Term Replacement for "Intention";RtM via: Intention - mental process|TI|MM|610^6^0
42872081|*Pyrus|C0330663|24985|MH|RtM via: Pear (Dietary);RtM via: Pyrus communis;Forced Leaf Node Lookup:pear;checkForceMH Boosted|TI|MM;RC|547^4^0;221^4^0
42872081|*Quince|C1006308|16271|ET|Entry Term Replacement for "Rosaceae";RtM via: Quince (plant);checkForceMH Boosted|TI|MM;RC|210^6^0
42872081|*Seedlings|C0242437|9043|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|552^8^0;226^8^0
42872081|*Food Hypersensitivity|C0016470|8049|MH|RtM via: quince extract;RtM via: Pear Preparation|TI|MM|210^6^0;547^4^0;221^4^0
42872081|*Fruit|C0016767|2517|MH|RtM via: Quince - dietary|TI|MM;RC|210^6^0
42872081|*Biological Phenomena|C0005520|2265|MH|RtM via: Tissue Growth|TI|MM|294^6^0
42872081|*Vaccines|C0042210|288|MH|RtM via: quince extract;RtM via: Pear Preparation|TI|MM|210^6^0;547^4^0;221^4^0
42872102|*Prunus persica|C0330659|523563|MH|RtM via: Peach;RtM via: Prunus persica;Forced Leaf Node Lookup:peach;checkForceMH Boosted|TI|MM;RC|276^5^0
42872102|*Prunus domestica|C0330660|217335|MH|RtM via: Prunus domestica;RtM via: Plum (Dietary);Forced Leaf Node Lookup:plum;checkForceMH Boosted|TI|MM|283^4^0
42872102|*Pyrus|C0330663|105012|MH|RtM via: Pear (Dietary);RtM via: Pyrus communis;Forced Leaf Node Lookup:pear;checkForceMH Boosted|TI|MM;RC|300^4^0
42872102|*Fruit|C0016767|95043|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|856^5^0;625^6^0;247^6^0;114^5^0
42872102|*Trees|C0040811|86544|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|120^5^0
42872102|*Soil|C0037592|37146|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|664^4^0
42872102|*Temperature|C0039476|32317|MH|Forced Leaf Node Lookup:temperatures|TI|MM;RC|441^12^0
42872102|*Flowers|C0330090|21039|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|603^7^0;231^7^0
42872102|*Cold Temperature|C0009264|20646|MH|RtM via: Cold Temperature|TI|MM;RC|437^16^0
42872102|*Crops, Agricultural|C0242775|17874|MH|RtM via: Agricultural Crops|TI|MM|862^5^0
42872102|*Seasons|C0036497|9432|MH|RtM via: spring (season)|TI|MM;RC|158^6^0
42872102|*Drainage|C0013103|426|MH|RtM via: Drainage procedure;Forced Non-Leaf Node Lookup:drainage|TI|MM|818^8^0
42872991|*Trees|C0040811|27627|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1347^5^0;849^5^0;1321^5^0;1424^5^0;1596^4^0
42872991|*Pyrus|C0330663|13610|MH|RtM via: Pyrus communis;Forced Leaf Node Lookup:pear;checkForceMH Boosted|TI|MM|1591^9^0;1316^10^0;844^10^0
42872991|*Wood|C0043217|12766|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|829^4^0;1004^4^0
42872991|*Fruit|C0016767|9463|MH|RtM via: Fruit;RtM via: Quince - dietary;Forced Leaf Node Lookup:fruits|TI|MM;RC|1554^5^0;1338^6^0
42872991|*Quince|C1006308|9340|ET|Entry Term Replacement for "Rosaceae";RtM via: Quince (plant);checkForceMH Boosted|TI|MM|1338^6^0
42872991|*Habitats|C0871648|11361|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM|1182^8^0
42872991|*Aquatic Organisms|C0596121|2622|MH|RtM via: Netta|TI|MM|657^5^0
42872991|*Food Hypersensitivity|C0016470|1740|MH|RtM via: quince extract|TI|MM|1338^6^0
42872991|*Biological Phenomena|C0005520|1695|MH|RtM via: Tissue Growth|TI|MM|1009^6^0;834^6^0
42872991|*Habit|C0018464|321|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|1382^5^0;1247^5^0
42872131|*Seedlings|C0242437|30879|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM;RC|80^9^0;277^9^0
42872131|*Soil|C0037592|22566|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|895^4^0;813^4^0;669^4^0;496^4^0
42872131|*Prunus domestica|C0330660|10647|MH|RtM via: Prunus domestica;RtM via: Prunus cerasifera;Forced Leaf Node Lookup:plum trees;checkForceMH Boosted|TI|MM|471^10^0;110^10^0;262^14^0;272^4^0
42872131|*Terminalia|C0330871|7440|MH|RtM via: Myrobalans;Forced Leaf Node Lookup:myrobalans;checkForceMH Boosted|TI|MM|70^9^0;262^9^0
42872131|*Universities|C0041740|3021|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM|210^10^0
42872131|*Plant|C0032098|11763|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|401^5^0
42872131|Plant Roots|C0242726|2030|MH|||RC
42872131|*Biological Phenomena|C0005520|1569|MH|RtM via: Tissue Growth|TI|MM|483^5^0
42872153|Humans|C0086418|3304|CT|Nurseries, Infant;CT Treecode Lookup: N02.421.143 (Nurseries, Infant)||MM;RC
42872153|Infant|C0021270|3304|CT|Nurseries, Infant;CT Treecode Lookup: J03.160.500 (Nurseries, Infant);Nurseries, Infant;CT Treecode CT Treecode Lookup: J03.160.500 (Nurseries, Infant)||MM
42872153|*Phytophthora|C0031864|1323|MH|RtM via: Phytophthora;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM|488^12^0
42872153|*Armillaria|C1013273|1218|MH|RtM via: Armillaria;Forced Leaf Node Lookup:armillarias;checkForceMH Boosted|TI|MM|1070^10^0;472^10^0
42872153|*Fruit|C0016767|837|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|630^5^0
42872153|*Nurseries, Infant|C5197923|432|MH|Forced Leaf Node Lookup:nurseries|TI|MM|1161^9^0
42872153|*Neoplasms|C0027651|2304|MH|RtM via: Neoplasms;Forced Non-Leaf Node Lookup:tumours|TI|MM;RC|1059^7^0
42872153|*Pons|C0032639|375|MH|RtM via: Pontine structure|TI|MM|592^5^0
42872153|*Asteraceae|C0446228|183|MH|RtM via: Emilia|TI|MM|647^6^0
42872153|*Bacteria|C0004611|96|MH|RtM via: Bacterial|TI|MM|1049^9^0
42872156|*Pollination|C1522786|82254|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|544^12^0;77^12^0
42872156|*Prunus avium|C0946748|14640|MH|RtM via: sweet cherry allergenic extract;Forced Leaf Node Lookup:sweet cherries;checkForceMH Boosted|TI|MM|93^14^0
42872156|*Pollen|C0032385|39426|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|203^6^0;250^6^0
42872156|*Germinations|C0242735|26427|ET|Entry Term Replacement for "Germination";RtM via: Germination|TI|MM;RC|235^9^0
42872156|*Sterility|C4074771|2697|ET|Entry Term Replacement for "Infertility";RtM via: Infertility;RtM via: Sterility, Reproductive|TI|MM|136^9^0
42873025|Male|C0086582|7468|CT|CT Text Lookup: he|TI|MM;RC|245^2^0
42873025|*Trees|C0040811|6468|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|136^5^0
42873025|*Fruit|C0016767|4026|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|130^5^0
42873025|Switzerland|C0039021|2730|MH|RtM via: Switzerland;Forced Leaf Node Lookup:switzerland|TI|MM|93^11^0
42873025|France|C0016674|2103|MH|RtM via: France;Forced Non-Leaf Node Lookup:france|TI|MM|82^6^0
42873025|Fertilizers|C0015919|317|MH|||RC
42873028|Animals|C0003062|59841|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
42873028|*Lettuce|C0242765|58841|MH|RtM via: Lactuca sativa;RtM via: Lettuce - dietary;Forced Leaf Node Lookup:lettuce;checkForceMH Boosted|TI|MM;RC|113^7^0
42873028|*Apium|C0996918|37742|MH|RtM via: Apium graveolens var. dulce;Forced Leaf Node Lookup:celery;checkForceMH Boosted|TI|MM;RC|78^6^0
42873028|*Cynara scolymus|C1021820|17291|MH|RtM via: Artichoke;RtM via: Cynara scolymus;Forced Leaf Node Lookup:artichokes;checkForceMH Boosted|TI|MM|86^9^0
42873028|*Parasites|C0030498|11072|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|287^8^0
42873028|*Cauliflower|C0446302|8197|ET|Entry Term Replacement for "Brassica";RtM via: Cauliflower (dietary);checkForceMH Boosted|TI|MM|97^11^0
42873028|*Vegetables|C0042440|16209|MH|RtM via: Celery (Dietary)|TI|MM;RC|78^6^0
42873028|*Ascomycota|C0003965|9555|MH|RtM via: Sclerotinia sclerotiorum;Forced Non-Leaf Node Lookup:sclerotinias|TI|MM;RC|131^24^0
42873028|Italy|C0022277|6|MH|RtM via: Italy|TI|MM|240^5^0
42873033|Animals|C0003062|30049|CT|Insects;CT Treecode Lookup: B01.050.500.131 (Insects)||MM;RC
42873033|*Insecticides|C0021576|26207|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM;RC|46^11^0
42873033|*Volatilization|C0042945|2383|MH|RtM via: Volatility;Forced Leaf Node Lookup:volatility|TI|MM|167^10^0
42873033|*Insects|C0021585|29049|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|235^7^0
42873033|Insecticide Resistance|C0021575|2193|MH|||RC
42872201|*Soil|C0037592|14178|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|537^4^0
42872201|*Vegetables|C0042440|12081|MH|RtM via: Endive (dietary);RtM via: Vegetable marrow;Forced Leaf Node Lookup:vegetables;checkForceMH Boosted|TI|MM;RC|460^6^0;519^16^0;21^17^0
42872201|*Bone Marrow|C0005953|2559|MH|Forced Leaf Node Lookup:marrow|TI|MM|31^6^0;529^6^0
42872201|*Ascomycota|C0003965|10410|MH|RtM via: Thielaviopsis basicola|TI|MM;RC|243^22^0
42872201|*Sterilization, Reproductive|C0038288|4359|MH|RtM via: Sexual sterilization|TI|MM|542^13^0
42872201|*Sterilization|C0038280|2796|MH|RtM via: Sterilization for infection control;Forced Non-Leaf Node Lookup:sterilisation|TI|MM|542^13^0
42872201|*Bacteria|C0004611|1851|MH|RtM via: Bacteria;Forced Non-Leaf Node Lookup:bacteria|TI|MM|316^8^0
42872205|*Prunus persica|C0330659|128856|MH|RtM via: Peach;RtM via: Prunus persica;Forced Leaf Node Lookup:peach;checkForceMH Boosted|TI|MM|1050^5^0
42872205|*Fruit|C0016767|38181|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|1451^6^0;1277^5^0
42872205|London|C0023973|11874|MH|RtM via: London;Forced Leaf Node Lookup:london|TI|MM|1548^6^0
42872205|*Seed|C0036563|11238|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|1170^4^0
42872205|1,4,7-triazacyclononane-N,N',N''-triacetic acid|C0043976|8824|NM|RtM via: 1,4,7-triazacyclononane-N,N',N''-triacetic acid|TI|MM|31^4^0
42872205|*Heterocyclic Compounds, 1-Ring|C0019399|8823|HM|RtM via: 1,4,7-triazacyclononane-N,N',N''-triacetic acid|TI|MM|31^4^0
42872205|DAPI|C0057142|8098|NM|RtM via: DAPI (chemical)|TI|MM|872^4^0
42872205|*Indoles|C0021242|8097|HM|RtM via: DAPI (chemical)|TI|MM|872^4^0
42872205|*Marketing|C0024826|666|MH|RtM via: Marketing;Forced Non-Leaf Node Lookup:marketing|TI|MM|1522^9^0
42872207|Animals|C0003062|39802|CT|Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)|TI|MM
42872207|*Cucumis sativus|C0242774|38802|MH|RtM via: Cucumis sativus;RtM via: Cucumber (Vegetable);Forced Leaf Node Lookup:cucumbers;checkForceMH Boosted|TI|MM|1644^9^0
42872207|*Lycopersicon esculentum|C1140676|13071|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomatoes;checkForceMH Boosted|TI|MM|1377^8^0;1415^8^0;1510^8^0
42872207|*Temperature|C0039476|4152|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|1793^11^0
42872207|*Influenza, Human|C0021400|2367|MH|RtM via: Influenza A;Forced Leaf Node Lookup:influenza|TI|MM|23^1^1;38^9^1
42872207|*Physical Phenomena|C2350446|1317|MH|RtM via: Force|TI|MM|1637^6^0
42872207|*Biological Phenomena|C0005520|1176|MH|RtM via: Anatomical maturation|TI|MM|1152^10^0;831^10^0
42872207|*Reproduction|C0035150|699|MH|RtM via: ripening|TI|MM|1719^8^0;1458^8^0
42872207|*Gastropoda|C0324023|609|MH|RtM via: Causa|TI|MM|362^5^0
42872209|*Prunus persica|C0330659|123948|MH|RtM via: Peach;RtM via: Prunus persica;Forced Leaf Node Lookup:peach;checkForceMH Boosted|TI|MM|581^5^0
42872209|*Fruit|C0016767|23505|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|1188^6^0;1084^7^0;789^7^0;587^6^0
42872209|*Trees|C0040811|14157|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|617^5^0
42872209|*Rhizopus|C0035477|12528|MH|RtM via: Rhizopus stolonifer;Forced Leaf Node Lookup:rhizopus;checkForceMH Boosted|TI|MM|961^18^0;55^18^0
42872209|*Color|C0009393|5991|MH|Forced Leaf Node Lookup:colours|TI|MM|723^6^0
42872209|*Zona|C0019360|14985|ET|Entry Term Replacement for "Herpes Zoster";RtM via: Herpes zoster disease|TI|MM|212^4^0
42872209|*Vaccination|C0042196|2025|MH|RtM via: Vaccination|TI|MM|1021^11^0
42872209|*Fungus|C0016832|954|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;Forced Non-Leaf Node Lookup:fungus|TI|MM|954^6^0;991^6^0
42872209|*Data Collection|C0010995|681|MH|RtM via: Analytical Procedure Range|TI|MM|1102^5^0
42872209|Epidermis|C0014520|1000|MH|Forced Non-Leaf Node Lookup:epidermis||MM|887^9^0
42873057|United States|C0041703|9500|CT|National Research Council;CT Treecode Lookup: N03.540.052.500 (National Research Council)||MM
42873057|*Farms|C0557759|4093|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farm|TI|MM|999^4^0
42873057|1,4,7-triazacyclononane-N,N',N''-triacetic acid|C0043976|8500|NM|RtM via: 1,4,7-triazacyclononane-N,N',N''-triacetic acid|TI|MM|303^4^0
42873057|*Heterocyclic Compounds, 1-Ring|C0019399|8499|HM|RtM via: 1,4,7-triazacyclononane-N,N',N''-triacetic acid|TI|MM|303^4^0
42873057|*Piper nigrum|C0453397|4128|MH|RtM via: Piper nigrum (plant)|TI|MM|1113^6^0;835^6^0
42873057|*National Research Council|C0027472|2772|ET|Entry Term Replacement for "National Academy of Sciences, U.S.";RtM via: National Research Council|TI|MM|1011^25^0
42873057|*Breeding|C0006159|366|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|883^8^0
42873061|Animals|C0003062|83188|CT|Moth;CT Treecode Lookup: B01.050.500.131 (Moth)|TI|MM
42873061|*Malus|C0003625|82188|MH|RtM via: Malus domestica;Forced Leaf Node Lookup:apple trees;checkForceMH Boosted|TI|MM|2065^10^0;1314^11^0
42873061|*Fruit|C0016767|47697|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|1998^6^0
42873061|lead arsenate|C0064713|29083|NM|RtM via: lead arsenate;Forced SCR Leaf Node Lookup:lead arsenate|TI|MM|1264^13^0
42873061|*Moth|C0026593|15045|ET|Entry Term Replacement for "Moths";RtM via: Moths;RtM via: Cydia pomonella;checkForceMH Boosted;Forced Non-Leaf Node Lookup:moth|TI|MM|1591^4^0;1091^4^0;1837^5^1;1844^9^1
42873061|*Dal-E|C1529290|9804|ET|Entry Term Replacement for "Tocopherols";RtM via: Dal-E;checkForceMH Boosted|TI|MM|669^3^1;697^1^1
42873061|*Lead|C0023175|29082|HM|RtM via: lead arsenate|TI|MM|1264^13^0
42873061|*Arsenates|C0003816|28023|HM|RtM via: lead arsenate|TI|MM|1264^13^0
42873061|*Blossom|C0330090|10389|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;RtM via: Plant Calyx;Forced Non-Leaf Node Lookup:blossoms|TI|MM|1221^7^0;1753^5^0;1604^5^0;1407^5^0
42873061|DAPI|C0057142|9166|NM|RtM via: DAPI (chemical)|TI|MM|440^4^0
42873061|*Indoles|C0021242|9165|HM|RtM via: DAPI (chemical)|TI|MM|440^4^0
42873061|Valsartan|C0216784|1000|MH|Forced Non-Leaf Node Lookup:provas||MM|649^5^0
42873061|Italy|C0022277|21|MH|RtM via: Italy|TI|MM|1487^5^0
42873064|*Prunus persica|C0330659|18371|MH|RtM via: Prunus persica;Forced Leaf Node Lookup:peach trees;checkForceMH Boosted|TI|MM;RC|108^11^0
42873064|*Plant Leaves|C0242724|1830|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|98^6^0
42873064|*Asteraceae|C0446228|1164|MH|RtM via: Emilia|TI|MM|123^6^0
42873064|*Chlorosis|C0008272|612|ET|Entry Term Replacement for "Anemia, Hypochromic";RtM via: Asiderotic anemia|TI|MM|159^9^0
42873064|*Names|C0027365|468|MH|RtM via: Name|TI|MM|185^5^0
42873064|Plant Diseases|C0032080|1000|MH|Forced Non-Leaf Node Lookup:chlorosis||MM;RC|159^9^0
42872215|*Olea|C0996956|131139|MH|RtM via: Olea (plant);RtM via: Olives - dietary;Forced Leaf Node Lookup:olives;checkForceMH Boosted|TI|MM;RC|556^6^0;394^6^0;258^6^0;98^6^0;641^5^0
42872215|*Trees|C0040811|40245|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|601^4^0;633^5^0
42872215|*Fruit|C0016767|38045|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|627^5^0;825^6^0
42872215|*Soils|C0037592|29221|ET|Entry Term Replacement for "Soil";RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM;RC|695^5^0
42872215|Spain|C0037747|21571|MH|RtM via: Spain;Forced Leaf Node Lookup:spain|TI|MM;RC|174^5^0
42872215|Greece|C0018226|21223|MH|RtM via: Greece;Forced Leaf Node Lookup:greece|TI|MM;RC|181^6^0
42872215|Sicily|C0037049|18412|MH|RtM via: Sicily;Forced Leaf Node Lookup:sicily|TI|MM|340^6^0
42872215|Algeria|C0002037|9553|MH|RtM via: Algeria;Forced Leaf Node Lookup:algeria|TI|MM|204^7^0
42872215|*Geraniaceae|C0996910|3165|MH|RtM via: California (plant)|TI|MM|189^10^0
42872215|*Olivary Nucleus|C0228539|1935|MH|RtM via: Olivary Nucleus|TI|MM|641^5^0
42872215|*Seasons|C0036497|1095|MH|RtM via: Summer|TI|MM|744^6^0
42872215|California|C0006754|12|MH|RtM via: California|TI|MM|189^10^0
