42871469|*Adiantum|D035681|742|MH|RtM via: Adiantum;Forced Leaf Node Lookup:adiantums;checkForceMH Boosted|TI|MM|754^8^0;259^8^0
42871359|*Foraminifera|D056908|1479|MH|RtM via: Foraminifera;Forced Leaf Node Lookup:forams;checkForceMH Boosted|TI|MM|1506^5^0
42871359|*Wetlands|D053833|1251|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM|1137^5^0;419^5^0;192^5^0
42871359|*Laboratories|D007753|1104|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratory|TI|MM|1081^10^0;297^10^0;21^10^0
42871359|*Water|D014867|1002|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|1268^5^0;1030^5^0;855^5^0;750^5^0;437^5^0;252^5^0;995^5^0;1108^5^0
42871359|nas|C015378|643|NM|Forced SCR Leaf Node Lookup:nas|TI|MM|2334^3^0
42871359|*Desiccation|D003890|642|MH|Forced Leaf Node Lookup:desiccation|TI|MM|777^11^0
42871359|Wales|D014852|642|MH|RtM via: Country of Wales;Forced Leaf Node Lookup:wales|TI|MM|236^5^0
42871359|*Photosynthesis|D010788|1929|MH|RtM via: Photosynthesis;Forced Non-Leaf Node Lookup:photosynthesis|TI|MM|1159^15^0;821^14^0;668^14^0
42871359|*Physical Phenomena|D055585|1002|MH|RtM via: Saturated|TI|MM|1274^9^0;984^10^0
42871359|*Research Design|D012107|957|MH|RtM via: Field experiments|TI|MM|36^17^0
42871359|*Light|D008027|951|MH|RtM via: Light intensity|TI|MM|651^15^0
42871359|*Brown Algae|D000459|432|ET|Entry Term Replacement for "Phaeophyta";RtM via: Pelvetia canaliculata;RtM via: Algae, Brown (eukaryote);Forced Non-Leaf Node Lookup:brown algae|TI|MM|2986^21^0;1484^21^0;1366^21^0;138^21^0;126^11^0
42871359|*Respiration|D012119|321|MH|RtM via: Respiration;Forced Non-Leaf Node Lookup:respiration|TI|MM|840^11^0;687^11^0
42871359|Magnoliopsida|D019684|1000|MH|Forced Non-Leaf Node Lookup:angiosperma||MM|1650^11^0
42871938|*Sargassum|D044647|2461|MH|RtM via: Sargassum cymosum;Forced Leaf Node Lookup:sargassum;checkForceMH Boosted|TI|MM;RC|906^17^0;420^17^0;155^17^0
42871938|*Foraminifera|D056908|712|MH|RtM via: Foraminifera;Forced Leaf Node Lookup:forams;checkForceMH Boosted|TI|MM|973^5^0
42871938|*Seaweed|D012624|650|MH|RtM via: Seaweed;checkForceMH Boosted;Forced Non-Leaf Node Lookup:seaweed|TI|MM|341^7^0
42871938|nas|C015378|291|NM|Forced SCR Leaf Node Lookup:nas|TI|MM|1321^3^0;1349^3^0
42871938|*Desiccation|D003890|290|MH|Forced Leaf Node Lookup:desiccation|TI|MM|659^11^0
42871938|*Causality|D015984|666|MH|RtM via: Etiology|TI|MM|685^6^0
42871938|*Seasons|D012621|372|MH|RtM via: Summer|TI|MM|728^6^0
42871938|*Vegetables|D014675|219|MH|RtM via: Seaweed food|TI|MM|341^7^0
42871938|*Research|D012106|162|MH|RtM via: Study|TI|MM|36^7^0
42871356|Animals|D000818|1135|CT|Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera)||MM;RC
42871356|*Environment|D004777|54|MH|RtM via: Para (geographic area)|TI|MM|531^4^0;396^4^0
42871356|*Lepidoptera|D007915|48|MH|RtM via: Lista|TI|MM|256^5^0
42871356|*Rhodophyta|D000461|93|MH|RtM via: Rhodophyta;RtM via: Ceramiales;RtM via: Caloglossa ogasawaraensis;Forced Non-Leaf Node Lookup:rhodophyta|TI|MM|591^10^0;87^10^0;767^10^0;603^10^0;75^10^0;952^25^0;479^25^0
42871356|Brazil|D001938|6|MH|RtM via: brazilian|TI|MM|1017^9^0;849^9^0
42871363|nonacosane|C047577|3318|NM|RtM via: nonacosane;Forced SCR Leaf Node Lookup:nonacosane|TI|MM|1030^10^0
42871363|hentriacontane|C049203|3192|NM|RtM via: hentriacontane;Forced SCR Leaf Node Lookup:hentriacontane|TI|MM|1047^14^0
42871363|*Glucose|D005947|2722|MH|RtM via: glucose;checkForceMH Boosted;Forced Non-Leaf Node Lookup:glucose|TI|MM|1492^7^0
42871363|*Galactose|D005690|2660|MH|RtM via: galactose;Forced Leaf Node Lookup:galactose;checkForceMH Boosted|TI|MM|1501^9^0;782^9^0
42871363|*Rhamnose|D012210|2630|MH|RtM via: rhamnose;Forced Leaf Node Lookup:rhamnose;checkForceMH Boosted|TI|MM|1515^8^0
42871363|*Quercetin|D011794|2327|MH|RtM via: quercetin;Forced Leaf Node Lookup:quercetin;checkForceMH Boosted|TI|MM|1564^9^0;1404^9^0
42871363|*Sugars|D000073893|1936|MH|RtM via: Sugars;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sugars|TI|MM|1547^6^0
42871363|*Proanthocyanidins|D044945|1895|MH|RtM via: Proanthocyanidins;Forced Leaf Node Lookup:condensed tannins;checkForceMH Boosted|TI|MM|1575^17^0
42871363|*Flavonoid|D005419|1765|ET|Entry Term Replacement for "Flavonoids";RtM via: Flavonoids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flavonoids|TI|MM|1336^9^0
42871363|tartaric acid|C029768|1620|NM|RtM via: L-tartaric acid;RtM via: tartaric acid;Forced SCR Leaf Node Lookup:tartaric acid|TI|MM|1607^13^0
42871363|*Chloroform|D002725|1325|MH|RtM via: chloroform;Forced Leaf Node Lookup:chloroform;checkForceMH Boosted|TI|MM|924^10^0
42871363|*Glucosides|D005960|1249|MH|RtM via: Glucosides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:glucosides|TI|MM|1346^10^0
42871363|*Foraminifera|D056908|1244|MH|RtM via: Foraminifera;Forced Leaf Node Lookup:forams;checkForceMH Boosted|TI|MM|728^5^0;143^5^0
42871363|*Alkanes|D000473|3317|MH|RtM via: Alkanes;RtM via: nonacosane;Forced Non-Leaf Node Lookup:alkanes|TI|MM|894^7^0;1030^10^0
42871363|*Hydrocarbons|D006838|3191|MH|RtM via: Hydrocarbons;RtM via: hentriacontane;Forced Non-Leaf Node Lookup:hydrocarbons|TI|MM|996^12^0;1047^14^0
42871363|*Tartrates|D013644|1619|HM|RtM via: L-tartaric acid;RtM via: tartaric acid|TI|MM|1607^13^0
42871363|*Spectrum Analysis|D013057|72|MH|RtM via: Diffuse Optical Imaging|TI|MM|72^4^0
42871363|Chromatography|D002845|1000|MH|Forced Non-Leaf Node Lookup:chromatographies||MM|1298^15^0
42871363|Plant Extracts|D010936|1000|MH|Forced Non-Leaf Node Lookup:extracts||MM|935^7^0;1107^7^0
42871437|*Euphorbiaceae|D019665|10801|MH|RtM via: Bernardia;RtM via: Sebastiania;RtM via: Euphorbiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:euphorbiaceae|TI|MM|736^9^0;254^9^0;862^11^0;381^11^0;537^13^0;45^13^0
42871437|*Manihot|D002365|8420|MH|RtM via: Brazilian Arrowroot;RtM via: Manihot;Forced Leaf Node Lookup:manihots;checkForceMH Boosted|TI|MM|795^7^0;312^7^0
42871437|*Sapium|D031287|7010|MH|RtM via: Sapium;Forced Leaf Node Lookup:sapiums;checkForceMH Boosted|TI|MM|849^6^0
42871437|*Croton|D029802|6323|MH|RtM via: Croton;Forced Leaf Node Lookup:crotons;checkForceMH Boosted|TI|MM|767^6^0;285^6^0
42871437|*Phyllanthus|D029803|4600|MH|RtM via: Phyllanthus <angiosperm>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phyllanthus|TI|MM|818^11^0;335^11^0
42871437|Brazil|D001938|1504|MH|RtM via: Brazil;RtM via: Minas Gerais;Forced Leaf Node Lookup:brazil|TI|MM;RC|614^6^0;125^6^0;600^12^0;111^12^0
42871437|*Malpighiales|D000076622|8004|MH|RtM via: Hieronyma;RtM via: Pera;RtM via: Richeria|TI|MM|779^9^0;297^9^0;808^4^0;325^4^0;835^8^0;352^8^0
42871437|*Euphorbia|D028481|2838|MH|RtM via: Euphorbia subgen. Chamaesyce|TI|MM|751^10^0;269^10^0
42871437|*Environment|D004777|204|MH|RtM via: Para (geographic area)|TI|MM|902^4^0
42871476|Animals|D000818|15218|CT|Ursidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Ursidae)||MM;RC
42871476|*Plant Nectar|D057048|14218|MH|RtM via: Plant Nectar;Forced Leaf Node Lookup:nectars;checkForceMH Boosted|TI|MM;RC|2407^4^0;1388^4^0;1296^4^0;1132^4^0;992^6^0;871^6^0;675^6^0;188^6^0;168^4^0;84^9^0;906^6^0
42871476|*Sugar|D000073893|4868|ET|Entry Term Replacement for "Sugars";RtM via: Sugars;RtM via: raw sugar;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sugars|TI|MM|724^5^0
42871476|*Foraminifera|D056908|4483|MH|RtM via: Foraminifera;Forced Leaf Node Lookup:forams;checkForceMH Boosted|TI|MM|2422^5^0;1510^5^0
42871476|*Ursidae|D001503|4333|MH|RtM via: Ursidae Family;Forced Leaf Node Lookup:bears;checkForceMH Boosted|TI|MM|38^5^0
42871476|*Croton|D029802|3994|MH|RtM via: Croton urucurana;Forced Leaf Node Lookup:crotons;checkForceMH Boosted|TI|MM|1244^16^0;21^16^0
42871476|*Plasmodesmata|D031425|3938|MH|RtM via: Plasmodesmata;Forced Leaf Node Lookup:plasmodesmata|TI|MM|541^13^0
42871476|*Secretory Pathway|D055571|3437|MH|RtM via: Secretory Pathway;Forced Leaf Node Lookup:secretory process|TI|MM|195^17^0
42871476|Plant Vascular Bundle|D058526|0|MH|Plants Found: vascular bundle||MM
42871476|*Amyloplasts|D018087|4932|ET|Entry Term Replacement for "Plastids";RtM via: Amyloplasts;RtM via: starch grain;Forced Non-Leaf Node Lookup:amyloplasts|TI|MM|783^11^0;1163^13^0;745^13^0
42871476|*Chloroplasts|D002736|2088|MH|RtM via: Chloroplasts;Forced Non-Leaf Node Lookup:chloroplasts|TI|MM|766^12^0
42871476|*Cell Membrane|D002462|2001|MH|RtM via: Plasma membrane|TI|MM|979^11^0
42871476|*Epidermic Cells|D000078404|1818|ET|Entry Term Replacement for "Epidermal Cells";RtM via: Epidermal cells;Forced Non-Leaf Node Lookup:epidermic cells|TI|MM|637^15^0;359^9^0
42871476|*Walls, Cell|D002473|1689|ET|Entry Term Replacement for "Cell Wall";RtM via: Cell Wall;Forced Non-Leaf Node Lookup:cell walls|TI|MM|574^10^0
42871476|Starch|D013213|1000|MH|Forced Non-Leaf Node Lookup:starch||MM;RC|745^6^0;1163^6^0
42871470|*Saxifragales|D000076607|495|MH|RtM via: Laurembergia;RtM via: Haloragaceae|TI|MM|543^12^0;184^12^0;398^12^0;45^12^0
42871470|Brazil|D001938|21|MH|RtM via: Brazil;RtM via: Minas Gerais|TI|MM;RC|475^6^0;122^6^0;461^12^0;108^12^0
42871317|*Foraminifera|D056908|490|MH|RtM via: Foraminifera;Forced Leaf Node Lookup:forams;checkForceMH Boosted|TI|MM|168^5^0
42871317|Brazil|D001938|161|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|436^6^0
42871317|ibutamoren mesylate|C094817|922|NM|RtM via: Crescendo|TI|MM|186^9^0
42871317|*Spiro Compounds|D013141|921|HM|RtM via: Crescendo|TI|MM|186^9^0
42871317|*Biological Phenomena|D001686|528|MH|RtM via: Tissue Growth|TI|MM|466^7^0
42871317|Atlantic Ocean|D001267|390|MH|RtM via: Atlantic Ocean;Forced Non-Leaf Node Lookup:atlantic ocean|TI|MM|562^14^0
42871317|*Indoles|D007211|153|HM|RtM via: Crescendo|TI|MM|186^9^0
42871889|*Anacardiaceae|D027926|18778|MH|RtM via: Lithrea molleoides;RtM via: Anacardiaceae;RtM via: Tapirira guianensis;checkForceMH Boosted;Forced Non-Leaf Node Lookup:anacardiaceae|TI|MM;RC|671^19^0;227^19^0;503^13^0;45^13^0;706^19^0;262^19^0
42871889|*Anacardium|D031021|3110|MH|RtM via: Anacardium nanum;Forced Leaf Node Lookup:anacardiums;checkForceMH Boosted|TI|MM|644^16^0;200^16^0
42871889|Brazil|D001938|270|MH|RtM via: Brazil;RtM via: Minas Gerais|TI|MM;RC|580^6^0;125^6^0;566^12^0;111^12^0
42871889|*Environment|D004777|75|MH|RtM via: Para (geographic area)|TI|MM|777^4^0
42871461|*Myrsinaceae|D029623|2256|ET|Entry Term Replacement for "Primulaceae";RtM via: Primulaceae;RtM via: Rapanea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myrsinaceae|TI|MM|1011^11^0;38^11^0;1024^7^0;51^7^0
42871461|*Myrsine|D000076644|1164|MH|RtM via: Myrsine;Forced Leaf Node Lookup:rapanea;checkForceMH Boosted|TI|MM|1024^7^0;51^7^0
42871461|*Fruit|D005638|948|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|647^5^0;669^5^0
42871461|nas|C015378|394|NM|Forced SCR Leaf Node Lookup:nas|TI|MM|1434^3^0;1810^3^0
42871461|*Ericales|D020448|2244|MH|RtM via: Myrsinaceae|TI|MM|1011^11^0;38^11^0
42871461|*Flower|D035264|2046|ET|Entry Term Replacement for "Flowers";RtM via: Plant Calyx;RtM via: Flowers;RtM via: Pistil;Forced Non-Leaf Node Lookup:flowers|TI|MM|732^5^0;272^6^0;253^10^0
42871461|*Plant Leaves|D018515|1356|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|979^4^0;841^6^0;559^4^0;491^6^0;203^6^0;605^6^0
42871461|*Cell Membrane Structures|D021961|168|MH|RtM via: Secondary foot process;RtM via: podocyte foot|TI|MM|653^7^0
42871461|*Ribs|D012272|66|MH|RtM via: Bone structure of rib;Forced Non-Leaf Node Lookup:ribs|TI|MM|239^4^0
42871777|*Gymnosperms|D032462|13907|ET|Entry Term Replacement for "Cycadopsida";RtM via: Cycadopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gymnosperms|TI|MM|931^11^0
42871777|*Angiosperms|D019684|8603|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flowering plants|TI|MM|1034^16^0;964^11^0;2181^11^0;2252^11^0
42871777|*Melastomataceae|D035322|7213|MH|RtM via: Melastomataceae;Forced Leaf Node Lookup:melastomataceae;checkForceMH Boosted|TI|MM|2391^15^0;1167^15^0
42871777|*Ferns|D029624|5360|MH|RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ferns|TI|MM|878^5^0
42871777|*Foraminifera|D056908|5158|MH|RtM via: Foraminifera;Forced Leaf Node Lookup:forams;checkForceMH Boosted|TI|MM|2051^5^0;1572^5^0
42871777|*Compositae|D019659|4580|ET|Entry Term Replacement for "Asteraceae";RtM via: Asteraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:compositae|TI|MM|2369^10^0;1145^10^0
42871777|*Gramineae|D006109|4550|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gramineae|TI|MM|2440^9^0;1219^9^0
42871777|*Leguminosae|D007887|3962|ET|Entry Term Replacement for "Fabaceae";RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:leguminosae|TI|MM|2345^11^0;1121^11^0
42871777|*Expeditions|D005101|3026|MH|RtM via: Expeditions;Forced Leaf Node Lookup:expeditions|TI|MM|223^11^0
42871777|*Rubiaceae|D019666|2744|MH|RtM via: Rubiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|2418^9^0;1194^9^0
42871777|Brazil|D001938|11436|MH|RtM via: Minas Gerais|TI|MM;RC|1535^12^0;277^12^0
42871777|*Tracheophyta|D064028|3657|MH|RtM via: Gymnosperm|TI|MM|931^11^0
42871777|*Data Management|D000079803|2241|MH|RtM via: Databases|TI|MM|600^10^0
42871777|*Climate|D002980|2109|MH|RtM via: Climate|TI|MM|633^7^0
42871777|*Habitats|D017753|873|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1799^8^0;555^8^0
42871319|*Caulerpa|D046068|2394|MH|RtM via: Caulerpa brachypus;Forced Leaf Node Lookup:caulerpas;checkForceMH Boosted|TI|MM;RC|59^18^0
42871319|Species Specificity|D013045|23|MH|||RC
42871316|Brazil|D001938|3400|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|1060^6^0;849^6^0;573^6^0;524^6^0;331^6^0;130^6^0
42871316|*Referral and Consultation|D012017|315|MH|RtM via: Patient referral|TI|MM|926^8^0
42871316|*Environment|D004777|96|MH|RtM via: Para (geographic area)|TI|MM|392^4^0
42871316|*Publications|D011642|81|MH|RtM via: Publications|TI|MM|626^10^0
42871410|Animals|D000818|4270|CT|Hydrozoa;CT Treecode Lookup: B01.050.500.308 (Hydrozoa)||MM;RC
42871410|Brazil|D001938|973|MH|RtM via: Brazil;RtM via: Minas Gerais;Forced Leaf Node Lookup:brazil|TI|MM;RC|504^6^0;143^6^0;490^12^0;129^12^0
42871410|*Habitats|D017753|3270|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|712^8^0;361^8^0
42871410|*Hydrozoa|D037402|1065|MH|RtM via: Cyathea;RtM via: Cyatheaceae|TI|MM|579^7^0;238^7^0;428^11^0;46^11^0
42871410|*Environment|D004777|1053|MH|RtM via: Para (geographic area)|TI|MM|624^4^0
42871410|*Tracheophyta|D064028|906|MH|RtM via: Cyathea;RtM via: Cyatheaceae|TI|MM|579^7^0;238^7^0;428^11^0;46^11^0
42871473|*Compositae|D019659|1438|ET|Entry Term Replacement for "Asteraceae";RtM via: Asteraceae;RtM via: Barnadesia;RtM via: Chaptalia;RtM via: Gochnatia;RtM via: Stifftia;RtM via: Trichocline;RtM via: Wunderlichia;RtM via: Trixis;RtM via: Mutisieae;RtM via: Dasyphyllum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:compositae|TI|MM|664^10^0;73^10^0;811^10^0;220^10^0;979^9^0;389^9^0;922^9^0;331^9^0;941^8^0;998^11^0;408^11^0;958^12^0;368^12^0;1019^6^0;431^6^0;860^9^0;653^9^0;272^9^0;62^9^0;831^11^0
42871473|Brazil|D001938|552|MH|RtM via: Brazil;RtM via: Minas Gerais|TI|MM;RC|739^6^0;146^6^0;725^12^0;132^12^0
42871473|*Environment|D004777|222|MH|RtM via: Para (geographic area)|TI|MM|1058^4^0
42871443|*Lecythidaceae|D031381|9864|MH|RtM via: Lecythidaceae;RtM via: Cariniana;RtM via: Eschweilera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lecythidaceae|TI|MM;RC|790^13^0;651^13^0;447^13^0;397^13^0;237^13^0;42^13^0;462^9^0;57^9^0;484^11^0;79^11^0;188^13^0;582^13^0
42871443|Brazil|D001938|447|MH|RtM via: Brazil;RtM via: brazilian;Forced Leaf Node Lookup:brazil|TI|MM;RC|677^6^0;270^6^0;376^9^0
42871443|*Environment|D004777|336|MH|RtM via: Para (geographic area)|TI|MM|621^4^0
42871443|2-methylfuran|C029060|76|NM|RtM via: Silvan|TI|MM|519^6^0;116^6^0
42871443|*Furans|D005663|75|HM|RtM via: Silvan|TI|MM|519^6^0;116^6^0
42871874|*Germination|D018525|6613|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|829^11^0;608^11^0;291^11^0
42871874|*Seedlings|D036226|5918|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|819^8^0
42871874|*Eriocaulaceae|D039262|5442|MH|RtM via: Eriocaulaceae;RtM via: Paepalanthus chlorocephalus;Forced Leaf Node Lookup:eriocaulaceae;Forced Leaf Node Lookup:paepalanthus;checkForceMH Boosted|TI|MM|2124^13^0;1049^13^0;1108^27^0;74^27^0
42871874|*Endosperm|D056625|3763|MH|RtM via: Endosperm;Forced Leaf Node Lookup:endosperms|TI|MM|414^9^0
42871874|*Foraminifera|D056908|2828|MH|RtM via: Foraminifera;Forced Leaf Node Lookup:forams;checkForceMH Boosted|TI|MM|1064^5^0
42871874|*Phylogeny|D010802|2477|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic relationships|TI|MM|1015^26^0
42871874|*Seeds|D012639|2628|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|453^5^0;361^5^0
42871874|*Integumentary System|D034582|1902|MH|RtM via: Integumentary system|TI|MM|435^10^0
42871874|*Plant Roots|D018517|1758|MH|RtM via: Plant Roots|TI|MM|774^5^0
42871874|*Skin|D012867|1734|MH|RtM via: Skin;RtM via: Skin, Human|TI|MM|435^10^0
42871874|*Plant Leaves|D018515|1464|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|699^6^0
42871874|*Ribs|D012272|114|MH|RtM via: Bone structure of rib;Forced Non-Leaf Node Lookup:ribs|TI|MM|492^4^0
42871448|*Lauraceae|D019770|3408|MH|RtM via: Endlicheria paniculata;RtM via: Lauraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lauraceae|TI|MM|852^22^0;166^22^0;895^9^0;209^9^0
42871448|*Burseraceae|D029403|1971|MH|RtM via: Burseraceae;RtM via: Protium widgrenii;checkForceMH Boosted;Forced Non-Leaf Node Lookup:burseraceae|TI|MM|933^11^0;247^11^0;907^17^0;221^17^0
42871448|*Moraceae|D029586|1908|MH|RtM via: Moraceae;RtM via: Sorocea bonplandii;checkForceMH Boosted;Forced Non-Leaf Node Lookup:moraceae|TI|MM|998^8^0;314^8^0;948^18^0;264^18^0
42871448|*Seasons|D012621|1236|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|591^6^0;513^6^0
42871448|nas|C015378|538|NM|Forced SCR Leaf Node Lookup:nas|TI|MM|1249^3^0;1325^3^0
42871448|*Biological Phenomena|D001686|1320|MH|RtM via: stomatal closure;RtM via: stomatal opening|TI|MM|429^16^0;394^16^0
42871448|*Microclimates|D008834|1062|ET|Entry Term Replacement for "Microclimate";RtM via: Microclimate|TI|MM|471^13^0
42871448|*Forest|D065928|984|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|132^6^0
42871448|*Rains|D011891|978|ET|Entry Term Replacement for "Rain";RtM via: Rain|TI|MM|499^5^0
42871448|*Plant Leaves|D018515|327|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|655^6^0
42871448|Hydrogen|D006859|1000|MH|Forced Non-Leaf Node Lookup:protium||MM|221^7^0;907^7^0
42871496|Brazil|D001938|769|MH|RtM via: Brazil;RtM via: Minas Gerais;Forced Leaf Node Lookup:brazil|TI|MM;RC|476^6^0;120^6^0;462^12^0;106^12^0
42871496|*Habitat|D017753|6681|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|651^7^0;293^7^0
42871496|*Ecology|D004463|5601|MH|RtM via: Ecology|TI|MM|327^7^0
42871496|*Environment|D004777|2745|MH|RtM via: Para (geographic area)|TI|MM|582^4^0
42871496|*Magnoliopsida|D019684|1794|MH|RtM via: Nymphoides indica;RtM via: Menyanthaceae|TI|MM|548^17^0;174^10^0;399^13^0;45^13^0
42871450|Animals|D000818|3744|CT|Pupae;CT Treecode Lookup: B05.500 (Pupae);Pupae;CT Treecode Lookup: G07.345.500.550.500 (Pupae);Larva;CT Treecode Lookup: B05.500 (Larva);Larva;CT Treecode Lookup: G07.345.500.550.500 (Larva)||MM;RC
42871450|*Pupae|D011679|2744|ET|Entry Term Replacement for "Pupa";RtM via: Pupa;checkForceMH Boosted|TI|MM|3331^5^0;1614^5^0;1524^5^0
42871450|*Foraminifera|D056908|1387|MH|RtM via: Foraminifera;Forced Leaf Node Lookup:forams;checkForceMH Boosted|TI|MM|1977^5^0;1875^5^0
42871450|*Larva|D007814|1079|MH|RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larva|TI|MM|2996^5^0;3126^6^0;2623^6^0;2385^6^0;2074^6^0;1547^5^0;1385^5^0;1406^6^0;1256^5^0;1296^6^0;1196^5^0;975^6^0;821^6^0;553^6^0;201^6^0;3068^5^0;3203^5^0
42871450|*Silk|D047011|689|MH|RtM via: Silk;checkForceMH Boosted|TI|MM|1564^5^0
42871450|*Biological Phenomena|D001686|2412|MH|RtM via: Tissue Growth|TI|MM|1061^7^0
42871450|*Physiological Phenomena|D010829|2052|MH|RtM via: biologic consumption|TI|MM|1262^8^0;1202^8^0
42871450|*Publications|D011642|1053|MH|RtM via: Leaflet;RtM via: Consumer Promotional Material|TI|MM|424^7^0;190^7^0;1262^8^0;1202^8^0
42871450|NUMA1 protein, human|C050045|844|NM|RtM via: NUMA1 protein, human|TI|MM|2027^4^0
42871450|*Cell Cycle Proteins|D018797|843|HM|RtM via: NUMA1 protein, human|TI|MM|2027^4^0
